id,title,description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_default,thumbnail_high,duration,viewCount,likeCount,commentCount,privacyStatus,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount
5ySuOHWtDZw,BBC obtains copy of Virginia Giuffre's memoir | BBC News,"Virginia Giuffre said she feared she might ""die a sex slave"" at the hands of Jeffrey Epstein and his circle, her posthumous memoir revealed. 

The BBC has obtained a full copy of Nobody's Girl, written by the prominent accuser of convicted sex offender Epstein, ahead of its publication on Tuesday - almost six months after she took her own life.

In the memoir, Ms Giuffre also says she had sex with Prince Andrew on three separate occasions, including once with Epstein and approximately eight other young women.

Prince Andrew, who reached a financial settlement with Ms Giuffre in 2022, has always denied any wrongdoing.

Subscribe here: http://bit.ly/1rbfUog

For more news, analysis and features visit: www.bbc.com/news 

#BBCNews",2025-10-20T12:15:00Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/5ySuOHWtDZw/default.jpg,https://i.ytimg.com/vi/5ySuOHWtDZw/hqdefault.jpg,PT11M45S,302813,3972,1830,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
fqDJx5FY5oE,Snapchat and several banks among major apps down in Amazon internet services outage | BBC News,"Many of the world's biggest websites and apps are down due to an outage affecting Amazon Web Services. 
 
Snapchat, Duolingo, Zoom and Roblox have all been impacted, as well as customers of banks including Lloyds and Halifax. 
 
Amazon Web Services (AWS) is Amazon's cloud computing division, and its infrastructure underpins millions of large companies' websites and platforms.

AWS says it is now ""seeing significant signs of recovery"" and most requests should now be succeeding.
 
Subscribe here: http://bit.ly/1rbfUog 
 
For more news, analysis and features visit: www.bbc.com/news 

#BBCNews",2025-10-20T11:18:41Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/fqDJx5FY5oE/default.jpg,https://i.ytimg.com/vi/fqDJx5FY5oE/hqdefault.jpg,PT8M42S,106136,1258,446,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
FlMvdAEdDd8,Why is Snapchat down? #Snapchat #BBCNews,,2025-10-20T10:59:12Z,,25,en,en-GB,https://i.ytimg.com/vi/FlMvdAEdDd8/default.jpg,https://i.ytimg.com/vi/FlMvdAEdDd8/hqdefault.jpg,PT28S,30688,446,36,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
gb5MqziF8vQ,Trump says Gaza ceasefire still in place as Israel and Hamas accuse each other of breach | BBC News,"US President Donald Trump says the ceasefire in Gaza is still in place, hours after Israel's military said it carried out a wave of strikes against Hamas.

The Israel Defence Forces said it would resume enforcement of the ceasefire, after Israel and Hamas accused each other of breaching the deal.

Strikes began in southern Gaza on Sunday after the Israeli military said ""terrorists fired an anti-tank missile and gunfire"" toward its troops in Rafah, killing two soldiers.

Hamas said it was ""unaware"" of any clashes in the area under Israeli control and said it was committed to the ceasefire, but accused Israel of violations and warned strikes could ""push the situation toward a total collapse”.

Subscribe here: http://bit.ly/1rbfUog

For more news, analysis and features visit: www.bbc.com/news 

#Israel #Gaza #BBCNews",2025-10-20T10:16:33Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/gb5MqziF8vQ/default.jpg,https://i.ytimg.com/vi/gb5MqziF8vQ/hqdefault.jpg,PT5M16S,78760,759,841,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
FsBoU9a8zK0,India sparkles as millions celebrate Diwali festival. #Diwali #BBCNews,,2025-10-20T06:54:34Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/FsBoU9a8zK0/default.jpg,https://i.ytimg.com/vi/FsBoU9a8zK0/hqdefault.jpg,PT21S,28381,515,54,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
jimldQT1pQw,Tech billionaires seem to be doom prepping. Should we be worried? #AI #Tech #BBCNews,,2025-10-19T17:11:08Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/jimldQT1pQw/default.jpg,https://i.ytimg.com/vi/jimldQT1pQw/hqdefault.jpg,PT54S,42313,673,89,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
8ySSpqoQR0g,What are the new allegations against Prince Andrew? | BBC Newscast,"Today, new allegations against Prince Andrew have appeared in the Sunday newspapers, accusing him of asking his police protection to investigate Virginia Giuffre just before the newspaper published a photo of her alleged first meeting with the prince. Prince Andrew has not commented on the reports, but consistently denies all allegations against him.

Victoria Derbyshire and Simon Jack stand in for Laura and Paddy, joining Henry to discuss the latest accusations as well as what options are left for politicians, and the Royal Family, as Giuffre’s brother asks for the King to strip Andrew of his title as Prince.

Plus, how do we get our energy bills down? Energy secretary Ed Milliband, his shadow Claire Coutinho, and Green party leader Zack Polanski all spoke to Victoria this morning and offered alternative visions. But what do the public want?

Subscribe here: http://bit.ly/1rbfUog

For more news, analysis and features visit: www.bbc.com/news 

#BBCNews",2025-10-19T16:45:00Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/8ySSpqoQR0g/default.jpg,https://i.ytimg.com/vi/8ySSpqoQR0g/hqdefault.jpg,PT25M35S,551183,5285,2054,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
XgWiMZr5EVc,Hunt continues for thieves after jewels stolen in heist at Louvre museum in Paris | BBC News,"The Louvre museum in Paris is closed after a heist on Sunday morning.

The French interior ministry says a number of people broke into the Apollo Gallery via a mechanised lift and took jewels. The thieves are said to have been carrying small chainsaws and escaped on a scooter.

The French government says the items taken are of 'incalculable' value but that no injuries were reported and an investigation is under way.

Culture Minister Rachida Dati told French TV that in their haste to flee, one stolen item was found underneath the Louvre.

Subscribe here: http://bit.ly/1rbfUog

For more news, analysis and features visit: www.bbc.com/news 

#LouvreMuseum #Paris #BBCNews",2025-10-19T15:52:39Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/XgWiMZr5EVc/default.jpg,https://i.ytimg.com/vi/XgWiMZr5EVc/hqdefault.jpg,PT8M32S,403396,3055,1420,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
VT44M9cvKrM,Hunt continues for thieves after heist at Louvre museum in Paris. #Paris #Louvre #BBCNews,,2025-10-19T15:12:26Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/VT44M9cvKrM/default.jpg,https://i.ytimg.com/vi/VT44M9cvKrM/hqdefault.jpg,PT1M2S,70925,1120,119,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
tdATUiOH1b8,Thieves steal jewels of 'incalculable' value in heist at Louvre museum in Paris | BBC News,"The Louvre Museum in Paris has been closed following a robbery, France's culture minister says.

Rachida Dati wrote on X that the robbery happened on Sunday morning as the museum was opening. She said she was at the site, where police are investigating

The museum confirmed it was closing for the day ""for exceptional reasons,"" without providing further details.

French media reports say jewellery has been stolen, after three masked men reportedly used a freight lift under renovation to access the Apollo Gallery, where what remains of France's crown jewels are kept. The gallery is on the side of the River Seine.

The thieves are said to have broken windows to gain entry before escaping on motor scooters. They also had chainsaws. The value of the stolen items is not yet known.

Subscribe here: http://bit.ly/1rbfUog

For more news, analysis and features visit: www.bbc.com/news 

#Paris #TheLouvre #BBCNews",2025-10-19T12:01:43Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/tdATUiOH1b8/default.jpg,https://i.ytimg.com/vi/tdATUiOH1b8/hqdefault.jpg,PT4M22S,582172,6257,2601,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
IowjzeckDP0,Who Was Charlie Kirk? | BBC Documentary,"Conservative activist Charlie Kirk was shot dead in Utah. But what shaped his views and how did he rise to become one of the most important right-wing influencers in the United States? 

For more news, analysis and features visit: www.bbc.com/news 

Subscribe to BBC News on YouTube: http://bit.ly/1rbfUog

#BBCNews #CharlieKirk",2025-10-19T11:30:13Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/IowjzeckDP0/default.jpg,https://i.ytimg.com/vi/IowjzeckDP0/hqdefault.jpg,PT29M47S,79875,614,1006,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
JFl2IBl3FgI,The Louvre museum in Paris is closed after a robbery. #Louvre #Paris #BBCNews,,2025-10-19T10:24:27Z,bbc|bbc news|news|world news|breaking news|us news|world|america|usa|usa news|india news,25,en,en-GB,https://i.ytimg.com/vi/JFl2IBl3FgI/default.jpg,https://i.ytimg.com/vi/JFl2IBl3FgI/hqdefault.jpg,PT36S,76177,770,142,public,UC16niRr50-MSBwiO3YDb3RA,BBC News,"Welcome to the official BBC News YouTube channel. 

Interested in global news with an impartial perspective? Want to see behind-the-scenes footage directly from the front-line? Our YouTube channel has all this and more, bringing you specially selected clips from the world's most trusted news source.

For the latest news and analysis download the BBC News app or visit BBC.com. 
",GB,https://yt3.ggpht.com/v4JamQ9B-PUiJHjmZQs9UwTaoLQW8vijJMMpV5QvA2wHQ6iwWM8Q1s6O4jgTl0dtDigVWAi7SA=s800-c-k-c0x00ffffff-no-rj,18800000,27251
